team,seed,region,adj_off,adj_def,adj_tempo,net_rating,eFG,opp_eFG,to_rate,forced_to_rate,orb_rate,drb_rate,ft_rate,opp_ft_rate,fg3_rate,opp_fg3_rate,stl_rate,opp_stl_rate
Kentucky,7.0,Midwest,120.548,99.0396,68.4232,21.5087,53.1113271754983,48.7841191066998,15.0439308063463,15.8867280503993,33.7770382695508,69.9115044247788,37.4817695673311,36.9727047146402,39.1832766164317,39.5533498759305,0.101135669286361,0.0948146899559638
Miami,7.0,West,121.388,100.703,67.6383,20.6855,55.620253164557,51.7395888244597,16.1705335729777,18.3557408125693,36.9624885635865,73.7076648841355,37.4683544303797,29.0458618871903,31.6455696202532,40.9066947812335,0.113630776458762,0.096586159989948
Saint Mary's,7.0,South,120.292,97.1513,65.2406,23.1406,53.0039303761931,46.6814159292035,16.4787089247521,15.1662453820727,37.4136229022705,76.0176991150442,35.8787198203257,25.7190265486726,36.1033127456485,36.7809734513274,0.0826365934279603,0.0806922029943613
UCLA,7.0,East,123.758,102.119,64.7197,21.6391,53.9314516129032,50.4471330878485,13.3698569491713,18.106859245732,31.1009174311927,67.586821015138,33.0645161290323,34.6659652814308,35.8870967741936,44.660704892162,0.0987244403862649,0.0726045211809302
Clemson,8.0,South,116.551,97.3083,64.2982,19.2428,52.6219192448873,48.9195029713668,14.2236886840301,17.4786393860182,28.1527531083481,74.3006993006993,37.1263765076036,33.1172339276067,42.8945988463555,42.9497568881686,0.0954191027706096,0.0842720113254449
Georgia,8.0,Midwest,124.7,104.221,71.4624,20.4791,54.6018121125417,50.1449275362319,14.29260012155,18.4420646729677,35.1602023608769,65.1821862348178,36.9575584167859,30.7729468599034,43.9198855507868,37.536231884058,0.112328939371712,0.0934677368652681
Ohio State,8.0,East,124.39,102.108,66.1244,22.2824,56.5135135135135,50.3695881731785,15.4853811699566,15.7554750275721,30.6920762286861,70.0444444444444,37.7837837837838,35.1108764519535,40.0540540540541,40.4963041182682,0.0706745594093948,0.0810281572846564
Villanova,8.0,West,120.403,100.447,65.278,19.9564,53.7133891213389,51.2792596624932,15.1082857325485,18.7342743083601,32.4253075571177,68.2156133828996,31.2761506276151,28.9058247142079,45.6589958158996,36.9080021774633,0.110639138595278,0.0762387341580908
Iowa,9.0,South,121.773,99.3642,63.0788,22.4088,56.5559932470456,52.6769230769231,15.2370975709924,20.9986250900239,30.0930713547053,71.957671957672,34.4963421496905,39.1384615384615,41.8120427687113,39.2,0.111897435286975,0.07999476224771
Saint Louis,9.0,Midwest,119.475,101.148,71.0591,18.3268,59.7477666841829,44.7599380485287,17.4215270989465,16.1181709568806,31.1459353574927,73.0109204368175,34.6820809248555,37.1708828084667,45.139253809774,41.6107382550336,0.0981861627022917,0.1029651352232
TCU,9.0,East,115.423,97.8237,67.7521,17.5995,50.9,51.015625,15.5249619670686,19.6534837090037,34.3959731543624,70.8860759493671,38.7,30.3645833333333,36.85,38.125,0.109233804422034,0.0881611413642399
Utah State,9.0,West,122.127,101.388,67.7791,20.7384,56.5988523735003,49.590387766248,15.3756088939945,20.5891774270156,33.1491712707182,67.7816901408451,38.7063119457486,38.8858547241944,40.7407407407407,40.9066084107045,0.126362762749495,0.0821799785713497
Missouri,10.0,West,119.494,104.123,66.2435,15.3702,55.3483269336259,51.4453961456103,17.9641737217254,16.5578873950247,35.5023923444976,68.6327077747989,42.4574876577071,35.0642398286938,36.039495337356,43.0942184154176,0.0966254798668564,0.0952645576152106
Santa Clara,10.0,Midwest,123.684,104.263,69.2405,19.4206,54.622243078367,51.7769272826681,15.6367398050852,20.079490390374,36.7120954003407,67.70929162833491,25.7625527921164,38.3269546200109,44.9554199906147,38.1629305631493,0.12587793324985,0.0923395219687483
Texas A&M,10.0,South,119.712,101.049,70.5396,18.6633,54.1888619854722,50.7549068948163,14.5668110366749,18.2716647107425,32.2607260726073,67.49379652605461,37.3849878934625,35.5812783090086,46.2953995157385,41.4695520885757,0.109040579725399,0.0892532930570832
UCF,10.0,East,120.478,105.429,69.2945,15.0491,52.8259791769955,52.3722627737226,15.7136429974432,15.8014287125128,34.4048653344917,71.4671467146715,30.8378780366881,35.245046923879,34.407535944472,39.6767466110532,0.0794460721379114,0.0833964293160395
Miami (OH),11.0,Midwest,116.806,108.547,70.0338,8.25969,59.1603053435115,50.8436445444319,14.4550241907683,17.4506377566183,25.3246753246753,71.8867924528302,40.223135642983,30.8773903262092,44.6271285965942,36.7829021372328,0.0974763144443256,0.0870154416746906
NC State,11.0,West,124.077,104.479,69.1438,19.5982,55.3339980059821,53.0484627410109,13.14279866202,18.1844624110572,28.4588441330998,69.6917808219178,35.1944167497508,36.529442417926,43.9182452642074,45.3361125586243,0.114622440790076,0.0732549433620787
SMU,11.0,Midwest,122.926,104.819,68.6229,18.1071,55.7460164171898,51.4250614250614,15.8660952603762,17.1421887129534,35.4020979020979,68.48979591836729,30.6132303235152,32.039312039312,35.9729599227426,47.1744471744472,0.0995352893010198,0.0944309154907111
South Florida,11.0,East,117.687,101.871,71.6662,15.8159,51.1508325171401,48.668407310705,15.2287832656438,18.8196611379405,38.3822363203806,68.1336593317033,41.2340842311459,38.9033942558747,44.0254652301665,39.6344647519582,0.118109597486385,0.0860945417574751
Texas,11.0,West,124.987,105.958,66.9631,19.0294,54.2202347680268,51.1686143572621,15.3035931950333,13.3906440456542,35.6656948493683,73.0769230769231,46.1710452766909,40.6789092932666,36.1654555617664,33.2776850306066,0.0807171226445356,0.0919148737628526
VCU,11.0,South,119.959,102.979,68.7113,16.9791,54.1992696922274,48.8211173757048,15.3888071494741,17.2197700397798,32.8358208955224,69.8584512905912,44.0271257172666,33.1112250128139,43.8184663536776,34.5463864684777,0.105498337965234,0.0915481445152853
Akron,12.0,Midwest,118.87,106.068,70.3528,12.8026,58.4623065401897,50.5675954592363,15.532191454004,18.3402712648974,33.5221907459868,70.1429772918419,29.0564153769346,30.2889576883385,45.1323015476785,43.2404540763674,0.101792893144885,0.0881912565608701
High Point,12.0,West,117.076,108.672,69.9806,8.40355,54.7179757511861,50.0564971751412,13.039898027095,21.9286866476407,32.0720720720721,68.3440073193047,42.9098576700053,36.3841807909604,42.9098576700053,41.4124293785311,0.145288829229225,0.0685835467169011
McNeese,12.0,South,114.306,101.805,66.2315,12.5017,50.9573304157549,48.9480198019802,14.2978805071429,24.6134654367931,35.0277264325323,65.0336215177714,38.3479212253829,42.1410891089109,35.1203501094092,46.7821782178218,0.153054492677134,0.0671712507046984
Northern Iowa,12.0,East,110.026,98.1897,62.3511,11.836,54.1666666666667,47.2085385878489,14.5499752512288,18.1414248385574,22.0338983050847,73.6888111888112,25.6989247311828,29.3377120963328,39.5698924731183,41.4887794198139,0.0971533157597873,0.08932579742843
California Baptist,13.0,East,107.953,101.957,65.8887,5.99655,48.5947879407256,46.4094319399786,18.1252776543758,17.1479342514438,37.8199834847234,72.7580372250423,36.1267245784364,37.1382636655949,32.1410321921308,31.7256162915327,0.0804087072412261,0.0999555752998667
Hawaii,13.0,West,107.156,101.186,69.7454,5.96985,51.9759450171821,46.420581655481,18.9371848090844,16.9245371482155,31.4009661835749,75.0892857142857,42.4398625429553,36.0738255033557,39.6907216494845,32.4384787472036,0.0901117248161744,0.10703626196439
Hofstra,13.0,Midwest,114.588,105.123,64.781,9.46498,51.4721627408994,45.8829902491874,16.1501009381309,15.0100938130863,34.8837209302326,69.4605809128631,32.4946466809422,35.373781148429,43.1477516059957,40.6283856988082,0.0726754542215889,0.0769504809405059
Troy,13.0,South,110.743,109.021,64.965,1.72129,51.8827326519634,50.0798296966472,16.9877842597561,16.895459345301,34.7708894878706,68.3655536028119,36.3098440021517,32.1447578499202,45.5621301775148,38.3714741883981,0.103865528762096,0.0969411601779563
Kennesaw State,14.0,West,110.648,110.085,71.2431,0.563043,50.7192328183271,48.5013623978202,16.7369604166435,16.0692625276816,35.4700854700855,68.739054290718,45.125199786894,47.4659400544959,42.940863079382,38.2561307901907,0.0925874406027086,0.110392717641691
North Dakota State,14.0,East,111.767,106.628,66.3838,5.13885,53.3595800524934,51.5367103016505,15.601644245142,18.7313153961136,33.5746606334842,74.2718446601942,30.6561679790026,29.1405805350028,42.7296587926509,44.3938531587934,0.112107623318386,0.0924887892376682
Pennsylvania,14.0,South,106.846,106.039,69.1995,0.807622,50.0934579439252,51.7956656346749,15.3431834432616,17.9627513482087,30.2816901408451,69.8833510074231,35.5763239875389,27.6160990712074,34.6417445482866,39.5046439628483,0.0962290250796897,0.0855369111819464
Wright State,14.0,Midwest,112.087,110.035,67.2466,2.05235,54.4212218649518,52.0844468198824,16.2847347527968,16.5102850956333,33.2071901608325,70.817843866171,37.9957127545552,33.5114911811865,33.6548767416935,34.152859433458,0.102399855647781,0.0978888487910502
Furman,15.0,East,107.478,109.456,65.9455,-1.97741,54.7929665343165,50.1077586206897,17.8420475188403,13.6693105991115,30.95703125,72.4714160070361,32.1043675553035,28.9331896551724,46.3414634146341,41.9181034482759,0.0657086158623956,0.113191484259309
Idaho,15.0,South,108.87,107.332,67.8029,1.53798,51.8957345971564,50.3291278113001,15.0125854009349,15.1923768428623,28.8946910356832,75.7741347905282,34.8077935755661,39.2210641799232,46.8141126908899,35.7652221612726,0.0809061488673139,0.0889967637540453
Queens University,15.0,West,115.794,117.233,69.6786,-1.43875,56.5947843530592,53.9741679085941,14.8371737097186,15.0497406683105,30.4308797127469,66.9844020797227,36.308926780341,38.7481371087928,46.79037111334,39.5429706905117,0.0824759799336791,0.0905535243601735
Tennessee State,15.0,Midwest,109.115,110.936,70.2846,-1.82078,50.1111111111111,51.2368583797155,16.5446096202039,20.0481740103647,34.9250936329588,70.1431492842536,33.5,41.6202844774273,30.6666666666667,35.9925788497217,0.12749081530863,0.102187294713024
Howard,16.0,Midwest,103.189,106.359,69.0807,-3.17035,50.6161429451633,47.3765432098765,19.8135342826284,21.2536157217167,36.6182572614108,67.98029556650249,44.177449168207,38.3333333333333,34.2575477510782,33.9506172839506,0.124144951645541,0.0849151469255503
Lehigh,16.0,South,102.735,113.117,66.9695,-10.3822,53.2846715328467,50.6059009483667,17.4797393929763,16.2538875394429,22.7799227799228,68.2727272727273,32.1729365524986,32.8240252897787,38.1807973048849,32.2444678609062,0.0967060906676352,0.119861070123266
Long Island Unviersity,16.0,West,105.655,109.61,67.8617,-3.95522,53.2972694487378,49.79633401222,19.0091174952692,18.9231033889558,34.2806394316163,67.39312657166809,34.7243688820196,34.1140529531568,28.9541473467285,33.1975560081466,0.114398761396869,0.104937209702391
Prairie View A&M,16.0,South,101.231,111.908,71.0236,-10.6768,47.875816993464,50.408719346049,16.0203895867468,19.1097209120147,27.1844660194175,65.30797101449281,42.755991285403,43.9237057220708,30.9368191721133,32.6430517711172,0.0953279380368403,0.0887079423398375
Siena,16.0,East,107.154,109.261,64.7113,-2.10717,50.557917109458,48.6118386589838,16.0021883334473,17.0963550571018,31.9188191881919,70.97329888027559,34.2189160467588,27.2393923520168,31.9341126461211,39.2875851231011,0.0898128518999749,0.103034033144134
UMBC,16.0,Midwest,108.22,109.902,66.2695,-1.682,53.9279385705848,49.152063312606,14.0898539360107,15.1851782702588,25.1046025104602,74.3016759776536,33.7861783815712,25.1554550593556,38.806851742469,37.7614471452798,0.0721918311209026,0.0796599515816857
Abilene Christian,,,101.109,107.666,67.885,-6.55718,47.469512195122,56.4637482900137,20.708545284893,23.405472112693,30.9408341416101,70.8784596871239,41.6463414634146,53.4883720930233,32.8048780487805,29.9589603283174,0.138699094001144,0.123288083556572
Air Force,,,95.6268,115.575,66.3684,-19.9479,48.9004276114844,56.3794983642312,21.8854145535688,15.0694062074362,21.4285714285714,68.7439143135346,35.0641417226634,36.5866957470011,41.7837507635919,38.8222464558342,0.0834613266873388,0.11823687947373
Alabama A&M,,,103.989,116.714,65.389,-12.7251,49.22934648582,52.0845741512805,16.5233206942261,16.6219673849379,27.4529236868186,70.4837117472853,45.4377311960543,38.5944014294223,33.9704069050555,36.5098272781417,0.0917414223619717,0.0887820216406178
Alabama State,,,99.2427,113.667,69.5691,-14.424,47.1061093247588,52.1677927927928,18.2890254529816,18.7417241028079,31.891433418151,68.5009487666034,34.887459807074,42.286036036036,38.4780278670954,40.3716216216216,0.110458470557612,0.105478785409523
Alcorn State,,,96.3799,116.55,67.3164,-20.1703,47.6609796367639,55.027027027027,19.5479535736103,18.0684066288187,26.857654431513,64.4660194174757,31.810676940011,39.4054054054054,33.6818932305999,35.0810810810811,0.110293499520829,0.104913328812495
American University,,,105.604,111.951,66.7418,-6.34674,51.5317919075145,54.4061302681992,15.6475550695204,19.1970004686768,26.9080234833659,70.6077348066298,28.6705202312139,42.0817369093231,46.4739884393064,37.037037037037,0.109482893297922,0.0894860178097172
App State,,,105.869,108.203,63.0568,-2.33374,49.9098015634396,47.5390851187029,15.280025898349,13.9851084493364,32.1022727272727,71.0144927536232,39.1461214672279,31.2101910828025,45.8809380637402,41.4012738853503,0.071997410165102,0.0771770799611525
Arizona State,,,115.772,103.255,69.3049,12.5174,51.1000523834468,52.3929471032746,17.0792543918466,18.4953734745876,29.8494242692648,65.0943396226415,39.4971189104243,34.3073047858942,38.3970665269775,40.3022670025189,0.0991283357918734,0.104706986723884
Arkansas State,,,110.646,109.252,72.0309,1.39437,51.6684607104413,50.2705627705628,19.835573535169,14.8880277334907,38.2171226831421,73.1077471059662,39.1280947255113,37.012987012987,44.8869752421959,38.7987012987013,0.0975892061798932,0.122099983546006
Arkansas-Pine Bluff,,,104.036,117.339,68.9719,-13.3022,50.0290697674419,52.6463963963964,18.6919155134741,16.4544792425346,27.8892072588348,65.7507360157017,38.4302325581395,43.5810810810811,37.1511627906977,37.3310810810811,0.0955571740713766,0.10721048798252
Army,,,100.127,118.534,67.1564,-18.407,49.2793791574279,55.1062573789847,17.1902030410635,15.4420467995994,29.6,72.3316062176166,26.8292682926829,39.6103896103896,53.3259423503326,41.6765053128689,0.0791526298218459,0.10391817657592
Auburn,,,124.796,105.801,67.2361,18.9949,52.3232323232323,53.5969387755102,14.6844792006082,16.2919517758227,37.5638841567291,67.8890876565295,44.6969696969697,35.4591836734694,39.1919191919192,39.7959183673469,0.106875203649397,0.0942760942760943
Austin Peay,,,108.042,108.317,69.4581,-0.274987,52.972027972028,52.2445363260484,15.3923702037153,17.851215284181,29.7324083250743,71.1288711288711,37.6456876456876,32.8411104548139,37.995337995338,40.7560543414058,0.119499870910633,0.0929443440416036
Ball State,,,98.5916,109.9,63.7601,-11.3079,47.0498783454988,52.6712759270899,16.2208123487475,18.6800968016221,27.1428571428571,68.96174863387981,31.6301703163017,32.0553111250786,39.294403892944,41.169076052797,0.113022434429982,0.0805808097324874
Baylor,,,122.968,106.976,67.8773,15.9926,53.8339502908514,52.5477707006369,16.4472731695169,16.0766303938659,37.4528301886792,67.7539608574091,34.7964040190375,30.2016985138004,39.555790586991,34.6602972399151,0.0921973904432077,0.0986836390171017
Bellarmine,,,116.519,126.165,64.7058,-9.6458,59.4310451453309,59.3839953943581,15.4904153055297,15.040693570853,22.4343675417661,65.7563025210084,35.0030921459493,34.2544617156016,41.1873840445269,50.5469199769718,0.0869462020374893,0.0909437285679486
Belmont,,,120.698,108.427,68.981,12.2716,61.0491071428571,49.9196572040707,18.0691201024679,17.3829509846527,28.7513116474292,70.84775086505189,32.5334821428571,30.690948044992,45.703125,49.1162292447777,0.084627524530546,0.0969785686512202
Bethune-Cookman,,,103.577,110.171,69.1142,-6.59329,50.9881422924901,49.7354497354497,19.1947854915292,15.8233360492232,30.0751879699248,68.273444347064,40.9373235460192,38.6243386243386,29.7007340485601,33.1216931216931,0.0939510577922625,0.116427387407636
Binghamton,,,97.6183,123.123,65.3559,-25.5044,50.0,54.3290043290043,18.7906851889135,13.2608549761761,20.9006928406467,70.6006322444679,41.4736842105263,34.5701917130489,30.8771929824561,39.2084106369821,0.075162740755654,0.108985974095698
Boise State,,,117.041,103.844,65.7922,13.1967,52.1984551396316,52.6546091015169,16.9442901526573,14.5515805921956,33.2635983263598,76.4044943820225,42.6619132501485,32.147024504084,43.0778371954843,36.8144690781797,0.067874822225342,0.0859422209471956
Boston College,,,103.769,102.699,66.0344,1.06945,46.9972451790634,48.8956377691883,15.4006193727356,14.874511257518,28.3034953111679,71.4031971580817,32.396694214876,34.5665378244064,42.3691460055096,38.9839867476532,0.0717420157115014,0.0918297801107218
Boston University,,,111.771,119.791,63.1782,-8.01996,57.4915824915825,53.6071616640337,17.6237059770636,13.0201521730285,27.9877425944842,72.003659652333,31.4253647586981,30.4897314375987,43.7710437710438,40.6003159557662,0.0725408478211589,0.108346266296987
Bowling Green,,,107.275,105.768,68.4101,1.50671,51.8160515524312,51.039119804401,16.5321594521888,18.3908045977011,28.6706349206349,73.1193580742227,37.0240187463386,37.1638141809291,34.2120679554774,41.1980440097799,0.116898997309856,0.0895084372707263
Bradley,,,111.736,107.77,67.3541,3.96588,51.0150963040083,52.5862068965517,13.8479178030345,19.2802199637104,27.3350471293916,71.78538390379279,36.1270171785528,37.8197997775306,40.3956272774597,39.9888765294772,0.109536584551334,0.0707980363563501
Brown,,,97.9708,108.848,66.5724,-10.8769,48.6477115117892,51.3405797101449,19.4711609164975,18.7064325421336,28.9887640449438,69.9642431466031,28.0859916782247,37.6086956521739,36.3384188626907,43.0434782608696,0.110003235389276,0.112944498367599
Bryant,,,96.6299,119.647,64.2728,-23.0175,46.8869123252859,52.7372262773723,20.2396522796031,14.5852324521422,27.6447105788423,68.9979123173278,29.415501905972,33.5158150851582,47.9034307496823,35.8272506082725,0.0898365766979774,0.122072054219016
Bucknell,,,98.2097,114.838,66.9517,-16.6281,48.4905660377358,54.7246220302376,18.9863144048585,17.9116173630741,26.9572953736655,68.7265917602996,29.7574123989218,35.2591792656587,42.7493261455526,45.6803455723542,0.106574123310291,0.111499818085136
Buffalo,,,112.513,115.311,66.5386,-2.79727,55.3517739025857,55.0837666088966,16.1429383816704,17.8061502149334,27.1341463414634,68.8591983556012,39.5670475045099,31.369150779896,45.5201443174985,41.998844598498,0.111043848867854,0.097835990191942
Butler,,,116.117,106.63,68.7512,9.48646,50.9100364014561,51.8872549019608,15.9187352960577,15.1271959719443,34.5549738219895,69.9054170249355,42.0696827873115,24.8529411764706,34.9453978159126,37.5490196078431,0.091466766341989,0.0954244629625558
Cal Poly,,,109.44,113.077,74.0608,-3.6371,51.526125193999,53.8019009504752,19.887788116941,16.2142476367417,29.9570815450644,70.4020530367836,34.9198137609933,34.1170585292646,52.6125193998965,40.8204102051026,0.0836047143769496,0.0945831112143268
Cal State Bakersfield,,,101.935,117.211,70.1406,-15.2752,45.6867196367764,54.0322580645161,18.8630535428463,17.8992478873724,30.4464285714286,64.4194756554307,42.2247446083995,42.6585094549499,28.94438138479,39.0433815350389,0.101888026435812,0.104182801805988
Cal State Fullerton,,,109.414,109.032,72.9069,0.381777,51.3636363636364,54.2908530318602,15.1995195792177,19.4653248017229,24.5671887881286,71.6577540106952,37.8282828282828,35.3031860226105,43.1313131313131,46.3514902363823,0.104781429251827,0.0815887018284981
Cal State Northridge,,,108.971,109.336,73.6311,-0.364705,51.2633624878523,51.6401590457256,17.5220187514529,16.4475553374487,31.9183673469388,73.3333333333333,34.2079689018465,34.3439363817097,33.5762876579203,48.6083499005964,0.0871968385980319,0.107446341400418
California,,,114.084,102.648,68.0861,11.4361,52.1944444444444,49.6189439303212,15.0042704462039,16.0661111239353,25.8185219831618,69.7287839020122,37.3333333333333,37.2346216657594,42.7222222222222,41.3718018508438,0.0817155651993259,0.0757138570208444
Campbell,,,111.201,112.668,69.8164,-1.46765,50.1353546291283,53.9163090128755,17.5846736625997,16.9598375426088,33.4513274336283,68.0343511450382,43.4759068760152,37.0171673819742,36.9247428262047,29.9356223175966,0.0928327949700692,0.097295910112861
Canisius,,,95.2841,114.508,64.2656,-19.2243,46.3271604938272,52.2174969623329,19.6088549460756,15.9966974560091,29.2987512007685,70.2040816326531,31.4197530864198,35.176184690158,39.5061728395062,43.9854191980559,0.074823262294236,0.105268589710511
Central Arkansas,,,110.199,108.935,68.0206,1.26419,53.997949769349,54.9376017362995,15.3984801789072,19.0478309727523,28.7564766839378,72.565543071161,31.1635058944131,30.0596852957135,48.6929779600205,52.2517634291915,0.121051636088519,0.0912337698461265
Central Connecticut,,,104.689,117.408,65.1194,-12.719,51.6419832582099,50.210463018641,16.2455365660861,13.9558971842887,27.4749721913237,69.5696721311475,31.2298776561494,26.879134095009,34.900193174501,39.2663860493085,0.082317987297953,0.0964919453757462
Central Michigan,,,105.974,115.014,67.1933,-9.04011,51.7501508750754,53.9520958083832,18.1189592954299,16.9581346051934,29.1282051282051,65.702479338843,31.4423657211829,38.9820359281437,34.0374170187085,38.4431137724551,0.0898377368965604,0.111035405153052
Charleston,,,108.037,108.222,67.6986,-0.185639,50.5349099099099,49.2358634742741,15.7923100353804,14.7144965908292,29.9256505576208,67.6592224979322,41.2162162162162,26.0825267447784,38.1193693693694,43.6576668364748,0.0820075446941119,0.0927856791396237
Charleston Southern,,,105.774,112.253,71.6195,-6.47881,54.0599455040872,46.9463621879979,18.5400831779722,12.7577800086046,29.4170403587444,69.6944673823287,30.5177111716621,43.2819968135953,49.5367847411444,31.3329792883696,0.0647067259429227,0.106467804388355
Charlotte,,,112.98,114.464,63.5022,-1.48327,53.3333333333333,50.9124087591241,18.0866749544653,13.5996993263754,33.953488372093,67.45200698080279,36.4187327823691,36.1835245046924,45.3994490358127,40.667361835245,0.0693862210529359,0.0994535835092081
Chattanooga,,,105.41,117.671,67.2721,-12.2603,54.1844838118509,51.7119244391972,14.3884892086331,13.1639369355579,21.7627856365615,68.2926829268293,29.6884544899206,42.6210153482881,49.2364080635309,44.2148760330578,0.0734731363845094,0.0831675085463544
Chicago State,,,99.4239,119.002,65.3889,-19.5783,45.3247480403136,56.6686602870813,15.6335877862595,20.0793893129771,28.2511210762332,65.0,29.9552071668533,37.9784688995215,30.8510638297872,50.8373205741627,0.123603053435115,0.0835419847328244
Cincinnati,,,111.223,93.7314,67.5565,17.4914,50.5268439538384,47.371160853722,16.981615981927,18.2039430963074,30.6343906510851,72.7272727272727,29.4029101856498,30.0364393545029,43.7531359759157,39.9271212909943,0.0903648973845474,0.0825070802206737
Cleveland State,,,109.419,124.028,69.8119,-14.6092,54.1618160651921,57.177033492823,17.839942557253,15.0845587591433,26.973026973027,63.4075508228461,37.8928987194412,35.5130249867092,50.7566938300349,44.0191387559809,0.0775243577095289,0.095270897426168
Coastal Carolina,,,101.785,108.647,66.9008,-6.8616,47.8809012875536,46.8035343035343,15.2278993574288,12.274609785079,26.9491525423729,72.3996723996724,32.2961373390558,34.9272349272349,43.0793991416309,35.7068607068607,0.0609115974297152,0.0793696572569016
Colgate,,,107.74,114.775,66.9276,-7.03577,53.2692307692308,52.2070844686649,14.6336585910986,15.2924084955211,26.5761396702231,70.6912442396313,29.7252747252747,33.7874659400545,35.0,41.6893732970027,0.0884607014510143,0.08422588063687
Colorado,,,118.932,106.825,68.7607,12.1069,53.1803962460897,52.8936392075078,14.4643864247089,15.4375255725486,29.0,70.34358047016269,35.7664233576642,36.2877997914494,35.140771637122,35.8185610010428,0.0897942031870307,0.0831591635426688
Colorado State,,,118.906,109.416,63.0593,9.49044,58.0085261875761,53.1161473087819,18.5476284405062,15.2945103632446,30.0108342361863,71.04761904761901,39.5858708891596,34.2776203966006,49.0255785627284,43.1161473087819,0.0805996419142415,0.104391102479289
Columbia,,,108.554,110.533,66.7797,-1.97949,53.6274509803922,51.165889407062,19.5204993616116,15.0375939849624,35.9818388195233,72.7777777777778,28.562091503268,33.5109926715523,37.516339869281,35.9760159893404,0.0845510001418641,0.101007235068804
Coppin State,,,92.1123,119.687,68.0913,-27.5745,45.8561852528946,55.4315913094539,22.3079604322167,17.5482878399981,30.4307116104869,65.2489626556017,38.4521633150518,42.9242513211979,35.1614868982328,43.2178508514386,0.0870202766860179,0.129809252515054
Cornell,,,119.875,119.362,71.3058,0.513448,58.5,55.884203901825,15.9780902441468,15.0696369526736,30.1929625425653,69.3348365276212,30.25,37.1932032724984,51.625,38.2630585273757,0.0801576433652851,0.091379713436425
Creighton,,,116.251,105.246,67.6121,11.0053,53.1200423056584,51.1205179282869,16.5372798673383,14.0385150522185,27.5204359673025,70.2818104184458,27.4986779481756,24.5517928286853,48.2284505552618,31.9721115537849,0.0849580037140732,0.101767876106697
Dartmouth,,,104.779,114.168,69.5997,-9.38941,51.7664023071377,52.83203125,17.6714802742821,13.8148379994388,23.7367802585194,70.2552719200888,37.9956741167988,30.7291666666667,48.6661860129776,39.1927083333333,0.0713766629971003,0.104762521495744
Davidson,,,109.622,104.688,63.6742,4.93371,52.5902211874272,50.3885236102809,16.1076168332076,17.7532866644641,28.5986653956149,69.6078431372549,31.8393480791618,36.5809922295278,44.0046565774156,37.0591751344889,0.0982415020477369,0.092257248115895
Dayton,,,110.896,99.7894,67.0916,11.1064,51.7524024872809,50.9100937672366,17.3960792927352,21.5693811432651,27.1123491179202,70.3306523681859,47.5409836065574,35.7970215113072,41.5488976823064,40.9266409266409,0.123441875789358,0.101037834275987
DePaul,,,107.149,100.307,66.2965,6.84187,49.8069498069498,49.2945823927765,17.7633210489587,18.6399524773489,30.1094890510949,68.9493433395872,35.2454495311638,37.8103837471783,39.0512961941533,33.9164785553047,0.101966076670646,0.108425466142995
Delaware,,,104.462,115.73,63.2233,-11.2672,53.3055198973042,51.5082527034718,18.236034045705,14.0473651612574,20.8008898776418,68.94230769230771,30.6161745827985,30.1650540694365,46.2130937098845,43.4262948207171,0.0873490706390913,0.114422174404424
Delaware State,,,87.1078,114.376,65.3943,-27.2682,42.9395790902919,52.9329608938547,19.8891651272934,19.500270837095,27.7310924369748,68.0,34.0801086218601,40.5027932960894,28.9205702647658,34.7067039106145,0.11333490742927,0.0972235725496187
Denver,,,116.022,122.015,67.9548,-5.9938,53.6123853211009,56.0271646859083,14.2595410365494,12.9677359252244,29.8403193612774,67.20321931589541,34.1169724770642,36.7855121675156,38.6467889908257,37.0118845500849,0.0640934074465112,0.0839673322361271
Detroit Mercy,,,107.981,112.122,68.8426,-4.14088,49.4822888283379,52.1702838063439,16.0089841463269,14.4319797378828,33.2715477293791,69.187675070028,32.5885558583106,37.6182526432944,30.7901907356948,42.6265998887034,0.0826732614123747,0.0888857030213971
Drake,,,109.962,112.591,67.2925,-2.62899,51.3658275307981,52.6028110359188,14.9892322017148,14.6236411724047,26.5734265734266,70.0780572419775,33.5297268344938,32.0145757418011,45.6882699517943,43.3107756376887,0.0763171273684872,0.088198835821066
Drexel,,,102.384,107.126,64.2754,-4.74196,50.6530380465645,47.0670391061453,19.0738632959923,16.3901036362547,31.2096029547553,69.0026954177898,31.5729699034639,35.4189944134078,40.0340715502555,34.0782122905028,0.0891391601269993,0.111184328760558
Duquesne,,,110.724,107.281,68.6444,3.44324,52.3268698060942,52.5385054192812,17.675105461081,18.4077523195714,30.4186046511628,70.3984819734345,38.3379501385042,39.874500855676,44.3767313019391,40.3308613804906,0.107607507340778,0.0979915173230915
East Carolina,,,103.617,111.023,68.7063,-7.40571,46.4145658263305,52.2465753424658,17.0836456214236,16.2270840025221,33.3931777378815,67.3892554194156,39.1596638655462,32.1643835616438,31.1484593837535,38.7397260273973,0.0927941753809915,0.0980287186076115
East Tennessee State,,,109.689,109.244,66.1135,0.444897,55.2529182879377,50.9994288977727,15.1502791147575,18.4134161548592,28.2587064676617,72.0864661654135,34.9638688160089,36.3792118789263,37.798777098388,47.6299257567104,0.128194669432564,0.0853077254769424
